AAEXERCICIO,CD_MENSAL,NR_EMPENHO,NR_REALIZADA,NR_ACUMULADO,CD_PAI,NR_NIVEL
"RELACOES EXTERIORES",2012,12,50000.00,51250.12,56220.07,"DESPESA",2
"SANEAMENTO",2012,12,1329176.05,1501730.02,11140820.20,"DESPESA",2
"SAUDE",2012,12,1045024524.73,1633925158.56,6232338190.77,"DESPESA",2
"SEGURANCA PUBLICA",2012,12,559535385.98,668265041.91,5667651681.66,"DESPESA",2
"TRABALHO",2012,12,9468276.44,13497316.80,69585597.07,"DESPESA",2
"TRANSPORTE",2012,12,22918468.19,181353608.00,1201526198.20,"DESPESA",2
"URBANISMO",2012,12,9137841.36,10146137.46,40825502.13,"DESPESA",2
"ADMINISTRACAO",2013,1,132218052.22,102751936.04,102751936.04,"DESPESA",2
"AGRICULTURA",2013,1,31280946.60,30933660.20,30933660.20,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,1,2276330.34,2201060.24,2201060.24,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,1,4548968.42,4183692.63,4183692.63,"DESPESA",2
"COMERCIO E SERVICOS",2013,1,4109721.04,2521493.70,2521493.70,"DESPESA",2
"COMUNICACOES",2013,1,261689.60,243563.46,243563.46,"DESPESA",2
"CULTURA",2013,1,10851380.15,9958453.96,9958453.96,"DESPESA",2
"DESPORTO E LAZER",2013,1,951397.67,668985.48,668985.48,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,1,527825.39,466436.41,466436.41,"DESPESA",2
"EDUCACAO",2013,1,568509753.16,550726705.97,550726705.97,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,1,5043450663.99,2040264938.29,2040264938.29,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,1,89500957.38,82417098.80,82417098.80,"DESPESA",2
"GESTAO AMBIENTAL",2013,1,8964411.65,8897023.16,8897023.16,"DESPESA",2
"HABITACAO",2013,1,1299.90,1299.90,1299.90,"DESPESA",2
"INDUSTRIA",2013,1,53876261.62,52821101.18,52821101.18,"DESPESA",2
"JUDICIARIA",2013,1,204929023.44,176924844.51,176924844.51,"DESPESA",2
"LEGISLATIVA",2013,1,77651510.20,76021057.80,76021057.80,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,1,414698.50,412271.30,412271.30,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,1,916063934.58,910733675.18,910733675.18,"DESPESA",2
"RELACOES EXTERIORES",2013,1,904.23,476.55,476.55,"DESPESA",2
"SANEAMENTO",2013,1,18857.05,3857.05,3857.05,"DESPESA",2
"SAUDE",2013,1,224373652.53,159781374.64,159781374.64,"DESPESA",2
"SEGURANCA PUBLICA",2013,1,425547220.22,398878935.47,398878935.47,"DESPESA",2
"TRABALHO",2013,1,1752496.69,987380.42,987380.42,"DESPESA",2
"TRANSPORTE",2013,1,18045434.00,14346119.87,14346119.87,"DESPESA",2
"URBANISMO",2013,1,1640991.60,1399986.28,1399986.28,"DESPESA",2
"ADMINISTRACAO",2013,2,276389566.18,252765717.03,355517653.07,"DESPESA",2
"AGRICULTURA",2013,2,32908873.00,32865960.66,63799620.86,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,2,5030144.55,4873762.27,7074822.51,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,2,7861424.66,5249924.11,9433616.74,"DESPESA",2
"COMERCIO E SERVICOS",2013,2,227570031.32,226529671.57,229051165.27,"DESPESA",2
"COMUNICACOES",2013,2,496122.26,403350.70,646914.16,"DESPESA",2
"CULTURA",2013,2,7315213.26,4651687.72,14610141.68,"DESPESA",2
"DESPORTO E LAZER",2013,2,4899809.47,2176502.35,2845487.83,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,2,2784998.28,2679926.67,3146363.08,"DESPESA",2
"EDUCACAO",2013,2,593566814.36,485423986.82,1036150692.79,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,2,1860235345.67,2784546476.49,4824811414.78,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,2,92441958.81,88966342.21,171383441.01,"DESPESA",2
"GESTAO AMBIENTAL",2013,2,32489624.97,29732670.59,38629693.75,"DESPESA",2
"HABITACAO",2013,2,15766862.58,15566719.56,15568019.46,"DESPESA",2
"INDUSTRIA",2013,2,141621530.29,90707163.52,143528264.70,"DESPESA",2
"JUDICIARIA",2013,2,202180764.45,202479213.09,379404057.60,"DESPESA",2
"LEGISLATIVA",2013,2,81100192.87,77145606.74,153166664.54,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,2,458528.57,387092.55,799363.85,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,2,926926269.45,928498364.69,1839232039.87,"DESPESA",2
"RELACOES EXTERIORES",2013,2,44266.42,38482.06,38958.61,"DESPESA",2
"SANEAMENTO",2013,2,41032.93,31973.60,35830.65,"DESPESA",2
"SAUDE",2013,2,352180198.71,261820928.23,421602302.87,"DESPESA",2
"SEGURANCA PUBLICA",2013,2,463801470.07,436678882.94,835557818.41,"DESPESA",2
"TRABALHO",2013,2,2527797.11,2479763.42,3467143.84,"DESPESA",2
"TRANSPORTE",2013,2,180285442.99,122317982.07,136664101.94,"DESPESA",2
"URBANISMO",2013,2,2151726.87,1387177.04,2787163.32,"DESPESA",2
"ADMINISTRACAO",2013,3,257037369.54,189011573.43,544529226.50,"DESPESA",2
"AGRICULTURA",2013,3,43643386.30,42699497.76,106499118.62,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,3,8680170.34,7118310.88,14193133.39,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,3,81773498.02,62625068.42,72058685.16,"DESPESA",2
"COMERCIO E SERVICOS",2013,3,8870859.95,7754726.71,236805891.98,"DESPESA",2
"COMUNICACOES",2013,3,641102.33,531203.30,1178117.46,"DESPESA",2
"CULTURA",2013,3,24236044.74,23586926.79,38197068.47,"DESPESA",2
"DESPORTO E LAZER",2013,3,10798083.28,11934057.48,14779545.31,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,3,5082759.59,5056280.98,8202644.06,"DESPESA",2
"EDUCACAO",2013,3,1103389341.80,716883137.49,1753033830.28,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,3,2068355292.12,3168940845.16,7993752259.94,"DESPESA",2
"ENERGIA",2013,3,50001635.10,50000135.10,50000135.10,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,3,102394098.50,99705131.83,271088572.84,"DESPESA",2
"GESTAO AMBIENTAL",2013,3,36150852.35,32762761.64,71392455.39,"DESPESA",2
"HABITACAO",2013,3,12103053.82,12068658.96,27636678.42,"DESPESA",2
"INDUSTRIA",2013,3,17893602.28,68449356.49,211977621.19,"DESPESA",2
"JUDICIARIA",2013,3,224918060.95,217133894.14,596537951.74,"DESPESA",2
"LEGISLATIVA",2013,3,81996501.64,80168304.11,233334968.65,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,3,518216.17,507909.19,1307273.04,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,3,930537251.63,925871864.05,2765103903.92,"DESPESA",2
"RELACOES EXTERIORES",2013,3,4380.00,4888.20,43846.81,"DESPESA",2
"SANEAMENTO",2013,3,142318.59,115583.88,151414.53,"DESPESA",2
"SAUDE",2013,3,607105331.94,390780522.43,812382825.30,"DESPESA",2
"SEGURANCA PUBLICA",2013,3,684591665.69,648559136.80,1484116955.21,"DESPESA",2
"TRABALHO",2013,3,12279377.21,10668551.48,14135695.32,"DESPESA",2
"TRANSPORTE",2013,3,197617677.58,112653509.29,249317611.23,"DESPESA",2
"URBANISMO",2013,3,3763367.20,3228756.49,6015919.81,"DESPESA",2
"ADMINISTRACAO",2013,4,173326290.70,186260699.29,730789925.79,"DESPESA",2
"AGRICULTURA",2013,4,34299494.77,33773618.91,140272737.53,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,4,31293067.86,32295197.68,46488331.07,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,4,24491095.17,21388694.43,93447379.59,"DESPESA",2
"COMERCIO E SERVICOS",2013,4,5777097.74,4939671.11,241745563.09,"DESPESA",2
"COMUNICACOES",2013,4,324724.21,419561.31,1597678.77,"DESPESA",2
"CULTURA",2013,4,10592435.91,10869628.48,49066696.95,"DESPESA",2
"DESPORTO E LAZER",2013,4,14001854.57,14235342.86,29014888.17,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,4,1862039.06,1640937.20,9843581.26,"DESPESA",2
"EDUCACAO",2013,4,680107032.40,660147676.27,2413181506.55,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,4,1859820993.46,2196314096.55,10190066356.49,"DESPESA",2
"ENERGIA",2013,4,4571.45,284.95,50000420.05,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,4,102795668.61,102087881.63,373176454.47,"DESPESA",2
"GESTAO AMBIENTAL",2013,4,24667957.34,19884031.88,91276487.27,"DESPESA",2
"HABITACAO",2013,4,21960385.19,21978588.64,49615267.06,"DESPESA",2
"INDUSTRIA",2013,4,9129262.30,6011246.59,217988867.78,"DESPESA",2
"JUDICIARIA",2013,4,218039610.54,217122555.33,813660507.07,"DESPESA",2
"LEGISLATIVA",2013,4,90032635.42,88852332.48,322187301.13,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,4,1738320.94,448501.27,1755774.31,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,4,944103442.34,943358789.71,3708462693.63,"DESPESA",2
"RELACOES EXTERIORES",2013,4,2440.70,6072.40,49919.21,"DESPESA",2
"SANEAMENTO",2013,4,2668224.36,1747499.62,1898914.15,"DESPESA",2
"SAUDE",2013,4,517766884.81,462314754.92,1274697580.22,"DESPESA",2
"SEGURANCA PUBLICA",2013,4,598562936.21,527680052.82,2011797008.03,"DESPESA",2
"TRABALHO",2013,4,5456842.64,4976305.29,19112000.61,"DESPESA",2
"TRANSPORTE",2013,4,179634439.59,122393834.09,371711445.32,"DESPESA",2
"URBANISMO",2013,4,9558225.61,2531034.73,8546954.54,"DESPESA",2
"ADMINISTRACAO",2013,5,186840138.19,175361539.48,906151465.27,"DESPESA",2
"AGRICULTURA",2013,5,41220993.30,38601126.58,178873864.11,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,5,13457288.37,13138560.33,59626891.40,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,5,50826491.99,54953723.08,148401102.67,"DESPESA",2
"COMERCIO E SERVICOS",2013,5,5687917.55,6284341.08,248029904.17,"DESPESA",2
"COMUNICACOES",2013,5,403686.59,433085.33,2030764.10,"DESPESA",2
"CULTURA",2013,5,11760413.96,10034549.99,59101246.94,"DESPESA",2
"DESPORTO E LAZER",2013,5,2536575.28,3264100.01,32278988.18,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,5,1703138.22,1299633.16,11143214.42,"DESPESA",2
"EDUCACAO",2013,5,811418579.59,684150746.22,3097332252.77,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,5,1864853671.21,1726186911.81,11916253268.30,"DESPESA",2
"ENERGIA",2013,5,-2359.60,3026.90,50003446.95,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,5,98840049.79,96755978.48,469932432.95,"DESPESA",2
"GESTAO AMBIENTAL",2013,5,20871727.53,18665268.67,109941755.94,"DESPESA",2
"HABITACAO",2013,5,12166038.69,11655233.50,61270500.56,"DESPESA",2
"INDUSTRIA",2013,5,4985314.38,8090520.39,226079388.17,"DESPESA",2
"JUDICIARIA",2013,5,209064135.93,210064840.19,1023725347.26,"DESPESA",2
"LEGISLATIVA",2013,5,101078716.59,100047936.07,422235237.20,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,5,436182.21,994190.61,2749964.92,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,5,941963654.76,943007962.71,4651470656.34,"DESPESA",2
"RELACOES EXTERIORES",2013,5,510.01,458.00,50377.21,"DESPESA",2
"SANEAMENTO",2013,5,7598552.98,3427921.44,5326835.59,"DESPESA",2
"SAUDE",2013,5,492031577.92,428174693.90,1702872274.12,"DESPESA",2
"SEGURANCA PUBLICA",2013,5,488415834.37,478722211.35,2490519219.38,"DESPESA",2
"TRABALHO",2013,5,3612792.15,5251397.55,24363398.16,"DESPESA",2
"TRANSPORTE",2013,5,156288696.30,148993113.22,520704558.54,"DESPESA",2
"URBANISMO",2013,5,3581119.37,3308751.79,11855706.33,"DESPESA",2
"ADMINISTRACAO",2013,6,679747791.90,693848863.03,1600000328.30,"DESPESA",2
"AGRICULTURA",2013,6,39662878.56,39430577.74,218304441.85,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,6,9480032.23,9605179.89,69232071.29,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,6,44388644.21,43702309.63,192103412.30,"DESPESA",2
"COMERCIO E SERVICOS",2013,6,7702201.47,7272143.70,255302047.87,"DESPESA",2
"COMUNICACOES",2013,6,443881.99,428286.44,2459050.54,"DESPESA",2
"CULTURA",2013,6,10504408.20,8650581.17,67751828.11,"DESPESA",2
"DESPORTO E LAZER",2013,6,12915482.01,4398273.24,36677261.42,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,6,2247669.60,2834071.17,13977285.59,"DESPESA",2
"EDUCACAO",2013,6,574025725.17,655258849.00,3752591101.77,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,6,1802883630.96,1483459450.08,13399712718.38,"DESPESA",2
"ENERGIA",2013,6,4004.99,1761.45,50005208.40,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,6,104030456.06,101035130.88,570967563.83,"DESPESA",2
"GESTAO AMBIENTAL",2013,6,18773335.98,20784177.06,130725933.00,"DESPESA",2
"HABITACAO",2013,6,7767482.54,4195928.82,65466429.38,"DESPESA",2
"INDUSTRIA",2013,6,14885869.44,14384016.04,240463404.21,"DESPESA",2
"JUDICIARIA",2013,6,255269305.45,249825016.19,1273550363.45,"DESPESA",2
"LEGISLATIVA",2013,6,103516419.28,103823883.57,526059120.77,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,6,1047270.49,979690.88,3729655.80,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,6,957847291.49,947629208.74,5599099865.08,"DESPESA",2
"RELACOES EXTERIORES",2013,6,844.00,844.00,51221.21,"DESPESA",2
"SANEAMENTO",2013,6,76286.39,76433.94,5403269.53,"DESPESA",2
"SAUDE",2013,6,453452227.19,409756600.15,2112628874.27,"DESPESA",2
"SEGURANCA PUBLICA",2013,6,458694855.45,456924581.81,2947443801.19,"DESPESA",2
"TRABALHO",2013,6,2751923.64,2111086.48,26474484.64,"DESPESA",2
"TRANSPORTE",2013,6,143135407.78,156746504.46,677451063.00,"DESPESA",2
"URBANISMO",2013,6,7115829.23,2663027.93,14518734.26,"DESPESA",2
"ADMINISTRACAO",2013,7,139449245.40,153693313.01,1753693641.31,"DESPESA",2
"AGRICULTURA",2013,7,35234617.51,38631726.19,256936168.04,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,7,6932473.49,6589084.85,75821156.14,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,7,25460630.76,25766520.81,217869933.11,"DESPESA",2
"COMERCIO E SERVICOS",2013,7,7617449.78,8371891.10,263673938.97,"DESPESA",2
"COMUNICACOES",2013,7,376003.29,404136.11,2863186.65,"DESPESA",2
"CULTURA",2013,7,12484308.11,10983612.89,78735441.00,"DESPESA",2
"DESPORTO E LAZER",2013,7,2328406.18,11289140.78,47966402.20,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,7,1628097.69,1439825.85,15417111.44,"DESPESA",2
"EDUCACAO",2013,7,605544882.25,697875489.12,4450466590.89,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,7,1852254512.49,2120187239.83,15519899958.21,"DESPESA",2
"ENERGIA",2013,7,983.50,3212.76,50008421.16,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,7,116967927.68,115465522.39,686433086.22,"DESPESA",2
"GESTAO AMBIENTAL",2013,7,17597317.43,20059576.45,150785509.45,"DESPESA",2
"HABITACAO",2013,7,12900047.66,13850599.20,79317028.58,"DESPESA",2
"INDUSTRIA",2013,7,4623814.51,4375807.37,244839211.58,"DESPESA",2
"JUDICIARIA",2013,7,289397818.44,291579589.27,1565129952.72,"DESPESA",2
"LEGISLATIVA",2013,7,104413519.66,105071085.11,631130205.88,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,7,335076.03,429265.75,4158921.55,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,7,982093028.71,980254556.35,6579354421.43,"DESPESA",2
"RELACOES EXTERIORES",2013,7,123496.98,124017.78,175238.99,"DESPESA",2
"SANEAMENTO",2013,7,17661179.03,4131025.07,9534294.60,"DESPESA",2
"SAUDE",2013,7,514863578.75,481371187.91,2594000062.18,"DESPESA",2
"SEGURANCA PUBLICA",2013,7,507988357.59,497124029.98,3444567831.17,"DESPESA",2
"TRABALHO",2013,7,3303054.44,2898646.44,29373131.08,"DESPESA",2
"TRANSPORTE",2013,7,203599246.82,206579809.19,884030872.19,"DESPESA",2
"URBANISMO",2013,7,4436493.30,3681991.65,18200725.91,"DESPESA",2
"ADMINISTRACAO",2013,8,130851567.89,127862735.62,1881556376.93,"DESPESA",2
"AGRICULTURA",2013,8,50292879.85,44377564.06,301313732.10,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,8,4076435.97,4057357.51,79878513.65,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,8,18951418.79,20830209.45,238700142.56,"DESPESA",2
"COMERCIO E SERVICOS",2013,8,9607104.56,8248193.96,271922132.93,"DESPESA",2
"COMUNICACOES",2013,8,416832.90,400549.91,3263736.56,"DESPESA",2
"CULTURA",2013,8,9948320.31,10733394.92,89468835.92,"DESPESA",2
"DESPORTO E LAZER",2013,8,4564086.02,3888061.75,51854463.95,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,8,4895143.01,3963056.97,19380168.41,"DESPESA",2
"EDUCACAO",2013,8,626059072.73,613032719.23,5063499310.12,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,8,1759658007.60,1822038607.56,17341938565.77,"DESPESA",2
"ENERGIA",2013,8,0.00,0.00,50008421.16,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,8,97652432.07,94021989.23,780455075.45,"DESPESA",2
"GESTAO AMBIENTAL",2013,8,39215094.31,33175587.89,183961097.34,"DESPESA",2
"HABITACAO",2013,8,21131860.91,19421427.50,98738456.08,"DESPESA",2
"INDUSTRIA",2013,8,9521146.13,5212978.55,250052190.13,"DESPESA",2
"JUDICIARIA",2013,8,290976979.20,290334952.24,1855464904.96,"DESPESA",2
"LEGISLATIVA",2013,8,92918460.97,93747883.62,724878089.50,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,8,431327.68,842577.59,5001499.14,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,8,978751955.35,989489936.19,7568844357.62,"DESPESA",2
"RELACOES EXTERIORES",2013,8,14681.75,13614.37,188853.36,"DESPESA",2
"SANEAMENTO",2013,8,30761.50,1844829.20,11379123.80,"DESPESA",2
"SAUDE",2013,8,464984789.53,468844531.47,3062844593.65,"DESPESA",2
"SEGURANCA PUBLICA",2013,8,560476633.89,543560723.08,3988128554.25,"DESPESA",2
"TRABALHO",2013,8,3077547.44,2590904.75,31964035.83,"DESPESA",2
"TRANSPORTE",2013,8,222985708.17,206466033.46,1090496905.65,"DESPESA",2
"URBANISMO",2013,8,4270556.41,3915656.99,22116382.90,"DESPESA",2
"ADMINISTRACAO",2013,9,144400550.03,117351302.22,1998907679.15,"DESPESA",2
"AGRICULTURA",2013,9,51555042.49,48983516.71,350297248.81,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,9,6509356.42,4624336.96,84502850.61,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,9,44212868.13,41563312.40,280263454.96,"DESPESA",2
"COMERCIO E SERVICOS",2013,9,6104811.66,6683003.93,278605136.86,"DESPESA",2
"COMUNICACOES",2013,9,345783.63,421681.87,3685418.43,"DESPESA",2
"CULTURA",2013,9,18767853.96,14901022.74,104369858.66,"DESPESA",2
"DESPORTO E LAZER",2013,9,5427744.55,6305457.75,58159921.70,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,9,1847891.09,1309037.83,20689206.24,"DESPESA",2
"EDUCACAO",2013,9,540655345.45,663819896.61,5727319206.73,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,9,1670858765.16,1877842735.04,19219781300.81,"DESPESA",2
"ENERGIA",2013,9,0.00,0.00,50008421.16,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,9,95285006.57,95319797.89,875774873.34,"DESPESA",2
"GESTAO AMBIENTAL",2013,9,24535955.46,27738537.26,211699634.60,"DESPESA",2
"HABITACAO",2013,9,36368855.65,26230076.87,124968532.95,"DESPESA",2
"INDUSTRIA",2013,9,6056396.13,9424813.11,259477003.24,"DESPESA",2
"JUDICIARIA",2013,9,231457786.85,230996247.27,2086461152.23,"DESPESA",2
"LEGISLATIVA",2013,9,95656212.82,93835206.02,818713295.52,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,9,815417.02,916485.68,5917984.82,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,9,767572643.50,764470558.86,8333314916.48,"DESPESA",2
"RELACOES EXTERIORES",2013,9,8130.00,9203.94,198057.30,"DESPESA",2
"SANEAMENTO",2013,9,12001536.51,233673.47,11612797.27,"DESPESA",2
"SAUDE",2013,9,558439720.51,496973644.53,3559818238.18,"DESPESA",2
"SEGURANCA PUBLICA",2013,9,479781502.38,478892781.24,4467021335.49,"DESPESA",2
"TRABALHO",2013,9,7327441.15,3870212.23,35834248.06,"DESPESA",2
"TRANSPORTE",2013,9,147144035.72,169596650.01,1260093555.66,"DESPESA",2
"URBANISMO",2013,9,3345094.30,6571463.01,28687845.91,"DESPESA",2
"ADMINISTRACAO",2013,10,10212108.93,34830217.92,2033737897.07,"DESPESA",2
"AGRICULTURA",2013,10,536052.09,1256559.90,351553808.71,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,10,490882.73,1018745.77,85521596.38,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,10,4038834.93,5331836.22,285595291.18,"DESPESA",2
"COMERCIO E SERVICOS",2013,10,281114.06,2030223.71,280635360.57,"DESPESA",2
"COMUNICACOES",2013,10,-535.61,7317.73,3692736.16,"DESPESA",2
"CULTURA",2013,10,1110076.35,2630748.07,107000606.73,"DESPESA",2
"DESPORTO E LAZER",2013,10,851961.05,62348.80,58222270.50,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,10,114428.45,1200157.00,21889363.24,"DESPESA",2
"EDUCACAO",2013,10,29791991.23,67584944.16,5794904150.89,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,10,891301918.79,924379904.50,20144161205.31,"DESPESA",2
"ENERGIA",2013,10,0.00,0.00,50008421.16,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,10,4907456.52,6644200.07,882419073.41,"DESPESA",2
"GESTAO AMBIENTAL",2013,10,2232209.80,4575581.39,216275215.99,"DESPESA",2
"HABITACAO",2013,10,4619868.55,19538756.11,144507289.06,"DESPESA",2
"INDUSTRIA",2013,10,383355.27,1920309.14,261397312.38,"DESPESA",2
"JUDICIARIA",2013,10,26560952.02,26853936.25,2113315088.48,"DESPESA",2
"LEGISLATIVA",2013,10,19373162.43,20275011.15,838988306.67,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,10,16995.83,204100.85,6122085.67,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,10,86895788.90,70052154.92,8403367071.40,"DESPESA",2
"RELACOES EXTERIORES",2013,10,-5.00,-5.00,198052.30,"DESPESA",2
"SANEAMENTO",2013,10,46179.70,1504977.58,13117774.85,"DESPESA",2
"SAUDE",2013,10,136048734.94,185835904.10,3745654142.28,"DESPESA",2
"SEGURANCA PUBLICA",2013,10,23318342.43,43962426.91,4510983762.40,"DESPESA",2
"TRABALHO",2013,10,217721.18,677848.86,36512096.92,"DESPESA",2
"TRANSPORTE",2013,10,3447916.58,35375570.30,1295469125.96,"DESPESA",2
"URBANISMO",2013,10,1882805.89,2505868.60,31193714.51,"DESPESA",2
"ADMINISTRACAO",2013,11,0.00,0.00,2033737897.07,"DESPESA",2
"AGRICULTURA",2013,11,0.00,0.00,351553808.71,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,11,0.00,0.00,85521596.38,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,11,0.00,0.00,285595291.18,"DESPESA",2
"COMERCIO E SERVICOS",2013,11,0.00,0.00,280635360.57,"DESPESA",2
"COMUNICACOES",2013,11,0.00,0.00,3692736.16,"DESPESA",2
"CULTURA",2013,11,0.00,0.00,107000606.73,"DESPESA",2
"DESPORTO E LAZER",2013,11,0.00,0.00,58222270.50,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,11,0.00,0.00,21889363.24,"DESPESA",2
"EDUCACAO",2013,11,0.00,0.00,5794904150.89,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,11,0.00,0.00,20144161205.31,"DESPESA",2
"ENERGIA",2013,11,0.00,0.00,50008421.16,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,11,0.00,0.00,882419073.41,"DESPESA",2
"GESTAO AMBIENTAL",2013,11,0.00,0.00,216275215.99,"DESPESA",2
"HABITACAO",2013,11,0.00,0.00,144507289.06,"DESPESA",2
"INDUSTRIA",2013,11,0.00,0.00,261397312.38,"DESPESA",2
"JUDICIARIA",2013,11,0.00,0.00,2113315088.48,"DESPESA",2
"LEGISLATIVA",2013,11,0.00,0.00,838988306.67,"DESPESA",2
"ORGANIZACAO AGRARIA",2013,11,0.00,0.00,6122085.67,"DESPESA",2
"PREVIDENCIA SOCIAL",2013,11,0.00,0.00,8403367071.40,"DESPESA",2
"RELACOES EXTERIORES",2013,11,0.00,0.00,198052.30,"DESPESA",2
"SANEAMENTO",2013,11,0.00,0.00,13117774.85,"DESPESA",2
"SAUDE",2013,11,0.00,0.00,3745654142.28,"DESPESA",2
"SEGURANCA PUBLICA",2013,11,0.00,0.00,4510983762.40,"DESPESA",2
"TRABALHO",2013,11,0.00,0.00,36512096.92,"DESPESA",2
"TRANSPORTE",2013,11,0.00,0.00,1295469125.96,"DESPESA",2
"URBANISMO",2013,11,0.00,0.00,31193714.51,"DESPESA",2
"ADMINISTRACAO",2013,12,0.00,0.00,2033737897.07,"DESPESA",2
"AGRICULTURA",2013,12,0.00,0.00,351553808.71,"DESPESA",2
"ASSISTENCIA SOCIAL",2013,12,0.00,0.00,85521596.38,"DESPESA",2
"CIENCIA E TECNOLOGIA",2013,12,0.00,0.00,285595291.18,"DESPESA",2
"COMERCIO E SERVICOS",2013,12,0.00,0.00,280635360.57,"DESPESA",2
"COMUNICACOES",2013,12,0.00,0.00,3692736.16,"DESPESA",2
"CULTURA",2013,12,0.00,0.00,107000606.73,"DESPESA",2
"DESPORTO E LAZER",2013,12,0.00,0.00,58222270.50,"DESPESA",2
"DIREITOS DA CIDADANIA",2013,12,0.00,0.00,21889363.24,"DESPESA",2
"EDUCACAO",2013,12,0.00,0.00,5794904150.89,"DESPESA",2
"ENCARGOS ESPECIAIS",2013,12,0.00,0.00,20144161205.31,"DESPESA",2
"ENERGIA",2013,12,0.00,0.00,50008421.16,"DESPESA",2
"ESSENCIAL A JUSTICA",2013,12,0.00,0.00,882419073.41,"DESPESA",2
"GESTAO AMBIENTAL",2013,12,0.00,0.00,216275215.99,"DESPESA",2
"HABITACAO",2013,12,0.00,0.00,144507289.06,"DESPESA",2
"INDUSTRIA",2013,12,0.00,0.00,261397312.38,"DESPESA",2
"JUDICIARIA",2013,12,0.00,0.00,2113315088.48,"DESPESA",2
"LEGISLATIVA",2013,12,0.00,0.00,838988306.67,"DESPESA",2
